ExerciseName,Link
James Bond Switch lateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/James Bond Switch lateral.mov
James Bond Switch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/James Bond Switch.mov
Later Drop Jump lower box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Later Drop Jump lower box.mov
Lateral Drop Jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Lateral Drop Jump.mov
Lateral Shuffle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Lateral Shuffle.mov
Lateral Shuffle dowel Overhead,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Lateral Shuffle dowel Overhead.mov
Resisted Lateral Push Dowel Overhead,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Resisted Lateral Push Dowel Overhead.mov
Resisted Accel to Box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Resisted Accel to Box.mov
Resisted Lateral Push,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Resisted Lateral Push.mov
SL RDL to Box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/SL RDL to Box.mov
Split Squat toe taps repeated,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Split Squat toe taps repeated.mov
Split Squat toe taps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Split Squat toe taps.mov
Wall Drill Switch Swissball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Wall Drill Switch Swissball.mov
Waterbag shuffle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Waterbag shuffle.mov
Wall Drill Switch Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos/Running/Biomechanics/Static/Wall Drill Switch Banded.mov
Rec Fem Split Squat Reduced Range.13292.22476,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Strength-Rec fem/Rec Fem Split Squat Reduced Range.13292.22476.m4v
Straigh knee hip flexion Isometric Progression_1,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Strength-Rec fem/Straigh knee hip flexion Isometric Progression_1.mp4
Hip Hitch-,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Motor Control/Hip Hitch-.mp4
Relaxed Lengthening  Prone active knee flexion-,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Early Loading Other Rec Fem/Relaxed Lengthening  Prone active knee flexion-.mp4
SLR ISO Inner range  EMG-,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Early Loading Other Rec Fem/SLR ISO Inner range  EMG-.mp4
Indoor short pass with lateral-,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Converted videos MP4/Rectus Femoris/Kicking sport specific/Indoor short pass with lateral-.mp4
Knee Extension Iso 40 60 front-,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Clinical Testing1/Knee Extension Iso 40 60 front-.mp4
13.PCL - Posterior Sag Sign,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/13.PCL - Posterior Sag Sign.mp4
11.PCL – Posterior Drawer Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/11.PCL – Posterior Drawer Test.mp4
10.Anterior Drawer,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/10.Anterior Drawer.mp4
9.Lachman Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/9.Lachman Test.mp4
8.McMurrays Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/8.McMurrays Test.mp4
7.ROM Overpressure,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/7.ROM Overpressure.mp4
6.ROM Assessment – Flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/6.ROM Assessment – Flexion.mp4
5.MCL Valgus Stress Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/5.MCL Valgus Stress Test.mp4
4.ROM Assessment – Extension (Goniometer),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/4.ROM Assessment – Extension (Goniometer).mp4
3.ROM Assessment – Extension (Inclinometer),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/3.ROM Assessment – Extension (Inclinometer).mp4
2.Patellar Tap Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/2.Patellar Tap Test.mp4
1.Swipe Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/1.Swipe Test.mp4
28.LCL Varus Stress Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/28.LCL Varus Stress Test.mp4
16.Pivot Shift Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/16.Pivot Shift Test.mp4
15.PFJ – Apprehension Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/15.PFJ – Apprehension Test.mp4
14.Extension Lag,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/14.Extension Lag.mp4
12.Joint Line Tenderness,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Knee/12.Joint Line Tenderness.mp4
4 point shoulder taps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/4 point shoulder taps.mp4
4 point scapular slides,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/4 point scapular slides.mp4
Active assisted supine flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Active assisted supine flexion.mp4
90-90 ER with Reverse Lunge,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/90-90 ER with Reverse Lunge.mp4
ABER Ball rebounds,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/ABER Ball rebounds.mp4
1 Crutch up and down stairs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Knee/1 Crutch up and down stairs.mp4
2 Crutches up and down stairs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Knee/2 Crutches up and down stairs.mp4
180 deg MB Wall throw,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Knee/180 deg MB Wall throw.mp4
3sec Eccentric Push Ups,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/3sec Eccentric Push Ups.mp4
90-90 Reverse catch plyometric,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/90-90 Reverse catch plyometric.mp4
4.12 Frog Horizontal forward jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/4.12 Frog Horizontal forward jump.mp4
AB Wheel,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/AB Wheel.mp4
Abduction standing Multi Hip,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Abduction standing Multi Hip.mp4
Abdominal windsheild wipers,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Abdominal windsheild wipers.mp4
Abduction standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Abduction standing.mp4
Active assisted shoulder abduction roller table,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Active assisted shoulder abduction roller table.mp4
Active assisted shoulder flexion slider on leg in sitting,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Active assisted shoulder flexion slider on leg in sitting.mp4
Addcution bridge side plank long lever,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Addcution bridge side plank long lever.mp4
Adductor bridge side plank long lever,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Adductor bridge side plank long lever.mp4
Alter -G Running,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Running/Alter -G Running.mp4
Alternate leg pogos,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Alternate leg pogos.mp4
Alternate Pogos db,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Alternate Pogos db.mp4
Alternate pogos vertimax,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Alternate pogos vertimax.mp4
Alternating Superman,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Alternating Superman.mp4
Ankle dorsiflexion with elastic in knee flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ankle dorsiflexion with elastic in knee flexion.mp4
Ankle dorsiflextion with elastic in knee extension,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ankle dorsiflextion with elastic in knee extension.mp4
Ankle plantarflexion with elastic,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ankle plantarflexion with elastic.mp4
Ankle pumps with elevated leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ankle pumps with elevated leg.mp4
Ankle pumps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ankle pumps.mp4
Arm circle,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Arm circle.mp4
ARM HUG,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/ARM HUG.mp4
Arnold press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Arnold press.mp4
Assault bike only hand,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Assault bike only hand.mp4
Assault bike,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Assault bike.mp4
Assisted shoulder flexion using pulley,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Assisted shoulder flexion using pulley.mp4
